ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,DISTRICT_CATEGORY
C22422FD12,서울특별시 성동구 고산자로8길 24,자담******,치킨26,서울 성동구,치킨,,20240220,,왕십리
4321CFDE5D,서울특별시 성동구 고산자로8길 27,왕십****,,서울 성동구,한식-단품요리일반,,20240104,,왕십리
4F6748BD4E,서울특별시 성동구 광나루로 303-1,복돼******,,서울 성동구,한식-해물/생선,,20180718,,뚝섬
DABAA47F1B,서울특별시 성동구 광나루로 320-1,신의*****,,서울 성동구,분식,,20191209,,뚝섬
8F21F5ED8C,서울특별시 성동구 광나루로 320-1,송강***,,서울 성동구,일식당,,20170612,,뚝섬
E495DA446B,서울특별시 성동구 광나루로 320-2,제이******,,서울 성동구,백반/가정식,,20220719,,뚝섬
5C2ABD2879,서울특별시 성동구 광나루로11길 3,공간***,,서울 성동구,한식-육류/고기,,20240517,,뚝섬
DE6A101DCA,서울특별시 성동구 광나루로11길 4,밥묵****,,서울 성동구,백반/가정식,,20200728,,뚝섬
F095DE8367,서울특별시 성동구 광나루로11길 5,남원********,한식-해물/생선2,서울 성동구,한식-해물/생선,,20170601,,뚝섬
FCE1F472A0,서울특별시 성동구 광나루로11길 6,송림***,,서울 성동구,농산물,,20220215,,뚝섬
391836F1E0,서울특별시 성동구 광나루로11길 7,하츠*****************,,서울 성동구,카페,,20230831,,뚝섬
AD0F358619,서울특별시 성동구 광나루로2길 34,카페**************,,서울 성동구,카페,성수,20220721,,뚝섬
62DCAD38F6,서울특별시 성동구 광나루로4길 12,어커*******,,서울 성동구,카페,성수,20210602,,뚝섬
FEE6966193,서울특별시 성동구 광나루로6길 35,유니********,,서울 성동구,카페,,20221222,,성수
3316D1C001,서울특별시 성동구 광나루로6길 35,비원***************,,서울 성동구,한식뷔페,,20170124,,성수
9FBE5BF7CF,서울특별시 성동구 광나루로6길 35,매머****************************,,서울 성동구,커피전문점,,20181206,,성수
BDC0AED34F,서울특별시 성동구 광나루로6길 35,커피**,,서울 성동구,커피전문점,,20230324,,성수
FA74A080E1,서울특별시 성동구 광나루로6길 35,프로*****,,서울 성동구,백반/가정식,,20210813,,성수
86D332A825,서울특별시 성동구 광나루로6길 35,이삭***,샌드위치/토스트3,서울 성동구,샌드위치/토스트,,20180823,,성수
129DB16365,서울특별시 성동구 광나루로6길 35,아토**********,,서울 성동구,샌드위치/토스트,,20240426,,성수
8B132478F2,서울특별시 성동구 광나루로6길 35,토프********,,서울 성동구,한식-단품요리일반,,20191112,,성수
33630D7FC6,서울특별시 성동구 광나루로8길 10,다담****,,서울 성동구,한식-단품요리일반,,20211115,,뚝섬
0EC92894F0,서울특별시 성동구 금호로1길 41-1,빙동*****,,서울 성동구,아이스크림/빙수,금남시장,20241007,,신금호
39E9AADD30,서울특별시 성동구 금호산2길 11-1,비에***********,치킨3,서울 성동구,치킨,금남시장,20210728,,금남시장
DA66A755A8,서울특별시 성동구 금호산2길 15-1,담양**********,,서울 성동구,한식-육류/고기,금남시장,20210119,,금남시장
1829BF330D,서울특별시 성동구 금호산2길 17-1,원조***,,서울 성동구,반찬,금남시장,20190313,,금남시장
263A2454D1,서울특별시 성동구 금호산2길 17-1,란*,,서울 성동구,호프/맥주,금남시장,20170913,,금남시장
BA69E3CDB0,서울특별시 성동구 금호산2길 18-1,화락***********,,서울 성동구,치킨,금남시장,20240326,,금남시장
0C52600659,서울특별시 성동구 금호산2길 25-1,금호***,,서울 성동구,건강원,금남시장,20240717,,금남시장
B03818B768,서울특별시 성동구 금호산2길 26-3,스시**,,서울 성동구,일식당,금남시장,20210308,,금남시장
6F534D5C41,서울특별시 성동구 금호산2길 28-2,콩나******,,서울 성동구,백반/가정식,금남시장,20180115,,금남시장
0DE3499749,서울특별시 성동구 독서당로 194-1,카페*********,,서울 성동구,카페,옥수,20170828,,옥수
A306307EAE,서울특별시 성동구 독서당로 194-1,노리*,,서울 성동구,백반/가정식,옥수,20160825,,옥수
FD00BD4D69,서울특별시 성동구 독서당로 216-1,고찌****,,서울 성동구,일식-덮밥/돈가스,옥수,20220307,,옥수
BC2FFDF526,서울특별시 성동구 독서당로 267-6,산청**,,서울 성동구,한식-육류/고기,금남시장,20190318,,옥수
97F13CDA75,서울특별시 성동구 독서당로 274-1,야키******,,서울 성동구,일식당,금남시장,20240419,,옥수
F1A467E06E,서울특별시 성동구 독서당로 293-8,한마*******,,서울 성동구,한식-육류/고기,금남시장,20241202,,옥수
A8934A6565,서울특별시 성동구 독서당로 295-1,얌*,분식14,서울 성동구,분식,금남시장,20221006,,옥수
F72B20D757,서울특별시 성동구 독서당로 295-1,타탄*****************,,서울 성동구,한식-단품요리일반,금남시장,20230525,,옥수
1B13E9E623,서울특별시 성동구 독서당로 295-5,무수*,,서울 성동구,양식,금남시장,20240513,,옥수
078E739D39,서울특별시 성동구 독서당로 295-5,골목**,,서울 성동구,포장마차,금남시장,20231010,,옥수
C9FF8B2E0B,서울특별시 성동구 독서당로 295-5,엄마*****,,서울 성동구,한식-찌개/전골,금남시장,20231025,,옥수
A730AA5039,서울특별시 성동구 독서당로 296-1,맘스******,햄버거2,서울 성동구,햄버거,금남시장,20200218,,옥수
1AB3F0C3B0,서울특별시 성동구 독서당로 296-1,진숙**,,서울 성동구,백반/가정식,금남시장,20181214,,옥수
EFB11372BE,서울특별시 성동구 독서당로 297-2,호호***,,서울 성동구,분식,금남시장,20240829,,옥수
F0879D5E1E,서울특별시 성동구 독서당로 297-2,금대***,,서울 성동구,축산물,금남시장,20201202,,옥수
CA81C3788D,서울특별시 성동구 독서당로 297-3,반도***,,서울 성동구,농산물,금남시장,20190129,,옥수
7D0EEB730E,서울특별시 성동구 독서당로 297-3,돈가********,,서울 성동구,한식-단품요리일반,금남시장,20201204,,옥수
46B7CF90B2,서울특별시 성동구 독서당로 297-8,홍가*****,,서울 성동구,한식-단품요리일반,금남시장,20231024,,옥수
50FB1F6C45,서울특별시 성동구 독서당로 297-9,정광**,,서울 성동구,농산물,금남시장,20171201,,옥수
E7BA575772,서울특별시 성동구 독서당로 299-5,은성**,,서울 성동구,한식-육류/고기,금남시장,20180904,,옥수
B6660D3A83,서울특별시 성동구 독서당로 299-6,매우*,,서울 성동구,한식-육류/고기,금남시장,20200713,,옥수
78331023E2,서울특별시 성동구 독서당로 301-1,청주*****,,서울 성동구,도너츠,금남시장,20210701,,옥수
B9FFD4B49A,서울특별시 성동구 독서당로 303-2,풍천**,한식-해물/생선6,서울 성동구,한식-해물/생선,금남시장,20220620,,옥수
72AC62D037,서울특별시 성동구 독서당로 303-5,금호**,,서울 성동구,식료품,금남시장,20230524,,옥수
B683D261A6,서울특별시 성동구 독서당로 303-7,금남************,,서울 성동구,치킨,금남시장,20221107,,옥수
673E2D3411,서울특별시 성동구 독서당로 312-1,갈비*****,,서울 성동구,한식-국밥/설렁탕,금남시장,20230728,,옥수
6A584E1D14,서울특별시 성동구 독서당로48길 4,미니**,,서울 성동구,카페,금남시장,20200805,,옥수
1B8A35EA99,서울특별시 성동구 독서당로48길 6,하이****************,,서울 성동구,양식,금남시장,20210428,,옥수
1D20FA334E,서울특별시 성동구 독서당로48길 9,간지******,,서울 성동구,요리주점,금남시장,20241206,,옥수
DF32149DAD,서울특별시 성동구 독서당로50길 1,키라***,,서울 성동구,호프/맥주,금남시장,20201217,,옥수
00DA1813DE,서울특별시 성동구 독서당로60길 2,망고***,,서울 성동구,청과물,,20190905,,옥수
026EBC2ED1,서울특별시 성동구 독서당로60길 2,티엔************,,서울 성동구,동남아/인도음식,,20230403,,옥수
AC6E8AC491,서울특별시 성동구 독서당로60길 4,한남*****,,서울 성동구,축산물,,20221031,20250730.0,옥수
5F4D724ED3,서울특별시 성동구 독서당로62길 4,가온*,,서울 성동구,백반/가정식,,20190812,,행당
DE2D4A4E86,서울특별시 성동구 동호로2길 28-1,광명**,,서울 성동구,식료품,금남시장,20211206,,금남시장
C1B6121B9C,서울특별시 성동구 뚝섬로1가길 14,치카*****************,,서울 성동구,베이커리,,20221222,,성수
9371F76478,서울특별시 성동구 뚝섬로1길 55-1,샐러*******,,서울 성동구,백반/가정식,뚝섬,20230613,,성수
D5F0182675,서울특별시 성동구 뚝섬로3나길 11,정*,,서울 성동구,카페,성수,20240424,,성수
F59ADB02C2,서울특별시 성동구 뚝섬로9길 11-1,문문*,,서울 성동구,백반/가정식,성수,20240716,,성수
7001FF8251,서울특별시 성동구 뚝섬로9길 13-1,팬톤****,,서울 성동구,양식,성수,20230605,,성수
AAA80B422A,서울특별시 성동구 뚝섬로9길 13-1,호감*,,서울 성동구,이자카야,성수,20220330,,성수
8934C5353C,서울특별시 성동구 마장로31가길 2,자매**,,서울 성동구,백반/가정식,마장동,20171017,,마장동
386397E23E,서울특별시 성동구 마장로31가길 5,동명**,,서울 성동구,축산물,마장동,20210621,,마장동
C525E44DDB,서울특별시 성동구 마장로31가길 5,희망**,,서울 성동구,축산물,마장동,20211220,,마장동
289FECEDF1,서울특별시 성동구 마장로31가길 5,동명**,,서울 성동구,축산물,마장동,20211222,,마장동
A5252A18CF,서울특별시 성동구 마장로31가길 5,선광**,,서울 성동구,축산물,마장동,20220504,,마장동
33B68F414D,서울특별시 성동구 마장로31가길 6,수정**,,서울 성동구,식료품,마장동,20220803,,마장동
E569E14F36,서울특별시 성동구 마장로35나길 4,길모****,,서울 성동구,커피전문점,마장동,20170629,,마장동
1EC413BB05,서울특별시 성동구 마장로35나길 5,신호**,,서울 성동구,축산물,마장동,20201013,,마장동
C08E57AC76,서울특별시 성동구 마장로35나길 9,남문******,,서울 성동구,한식-찌개/전골,마장동,20240314,,마장동
1FD34CB47A,서울특별시 성동구 마장로35다길 7,세원**,,서울 성동구,축산물,마장동,20210121,,마장동
48A2E5A7D3,서울특별시 성동구 마장로35다길 8,대성****,,서울 성동구,축산물,마장동,20230802,,마장동
4069628130,서울특별시 성동구 마장로35다길 9,OM***,,서울 성동구,축산물,마장동,20170424,,마장동
61E9DEEBD7,서울특별시 성동구 마장로35다길 9,마천**,,서울 성동구,축산물,마장동,20230914,,마장동
3DFABAA899,서울특별시 성동구 마장로35다길 9,예농***,,서울 성동구,축산물,마장동,20240327,,마장동
07048B6141,서울특별시 성동구 마장로35라길 9,한남**,,서울 성동구,백반/가정식,마장동,20200610,,마장동
C99550815C,서울특별시 성동구 마조로16길 3-6,쏘앤**************,,서울 성동구,농산물,,20231211,,마장동
6B57A63A62,서울특별시 성동구 마조로1가길 11,왕십*****************,,서울 성동구,포장마차,한양대,20241202,,한양대
2A74299DD1,서울특별시 성동구 마조로1가길 14,도담*******,치킨13,서울 성동구,치킨,한양대,20230911,20250407.0,한양대
3531297CCD,서울특별시 성동구 마조로1가길 16,한신*******,포장마차1,서울 성동구,포장마차,한양대,20220203,,한양대
E9CC23245B,서울특별시 성동구 마조로1길 26-5,싼(***********,,서울 성동구,피자,한양대,20220106,20240305.0,한양대
1023E7B792,서울특별시 성동구 마조로1길 40-1,주*,,서울 성동구,요리주점,한양대,20240619,,한양대
EE79357E42,서울특별시 성동구 마조로3가길 10,미미**********,,서울 성동구,꼬치구이,한양대,20210319,,한양대
BABA730F00,서울특별시 성동구 마조로3가길 10,생마*****,,서울 성동구,이자카야,한양대,20231128,,한양대
9B4EED47A6,서울특별시 성동구 마조로3가길 11,마장**,,서울 성동구,한식-육류/고기,한양대,20171110,,한양대
E79BB5C3F3,서울특별시 성동구 마조로3가길 12,포차*,,서울 성동구,포장마차,한양대,20240411,,한양대
EC8D405566,서울특별시 성동구 마조로3가길 12,계맛*****,,서울 성동구,한식-육류/고기,한양대,20221104,,한양대
2743897872,서울특별시 성동구 마조로3가길 15,용용*******,,서울 성동구,요리주점,한양대,20191210,,한양대
AB9C75D921,서울특별시 성동구 마조로3가길 18,무지********,,서울 성동구,호프/맥주,한양대,20200904,,한양대
FEA22C8CC8,서울특별시 성동구 마조로3가길 18,92******,,서울 성동구,한식-육류/고기,한양대,20241127,,한양대
FCBE9BD039,서울특별시 성동구 마조로3가길 21,달*,,서울 성동구,한식-단품요리일반,한양대,20200701,,한양대
90AFF4E6B1,서울특별시 성동구 마조로3가길 25,김복*************,,서울 성동구,호프/맥주,한양대,20220722,20250408.0,한양대
6A405B55C3,서울특별시 성동구 마조로3가길 25,몽*,,서울 성동구,백반/가정식,한양대,20240219,,한양대
70B13460CE,서울특별시 성동구 마조로3가길 30,오*,,서울 성동구,이자카야,한양대,20200717,,한양대
FEFBDB41EA,서울특별시 성동구 마조로3가길 30,수세*,,서울 성동구,한식-단품요리일반,한양대,20210531,,한양대
D438843206,서울특별시 성동구 마조로3나길 20,춘*,,서울 성동구,일식당,한양대,20180702,,한양대
5E8B3A9C0F,서울특별시 성동구 마조로3나길 26,곱분*********,,서울 성동구,한식-육류/고기,한양대,20160819,,한양대
5FE888BC65,서울특별시 성동구 마조로3나길 27,메종****,,서울 성동구,백반/가정식,한양대,20240422,,한양대
9E304D405E,서울특별시 성동구 마조로3나길 28,본참*,일식당1,서울 성동구,일식당,한양대,20211203,,한양대
E1D3268137,서울특별시 성동구 마조로5길 4-10,은현******,,서울 성동구,요리주점,한양대,20230803,,한양대
C8E76C194D,서울특별시 성동구 마조로5길 4-11,칠구**************,,서울 성동구,한식-단품요리일반,한양대,20171130,,한양대
98ACFD8C28,서울특별시 성동구 마조로5길 4-12,왕십****,,서울 성동구,한식-해물/생선,한양대,20231005,,한양대
3D8F0EC508,서울특별시 성동구 마조로5길 4-16,완미********,,서울 성동구,한식-육류/고기,한양대,20230829,,한양대
5196197266,서울특별시 성동구 마조로7길 12-1,삼목*,,서울 성동구,한식-육류/고기,한양대,20190712,,한양대
F5FA25FE2A,서울특별시 성동구 무수막18길 6-2,홍대****,,서울 성동구,식료품,신금호,20230530,,신금호
158A1920D0,서울특별시 성동구 무수막길 89-31,레몬*,,서울 성동구,카페,신금호,20190429,,신금호
832EC92421,서울특별시 성동구 무수막길 89-38,비비***********,치킨2,서울 성동구,치킨,신금호,20230405,,신금호
D52B8311A4,서울특별시 성동구 무학로2나길 28,푸른**,,서울 성동구,한식-해물/생선,왕십리,20181120,,왕십리
B50F3C905B,서울특별시 성동구 무학로4길 29-1,소점**,,서울 성동구,백반/가정식,왕십리,20220609,,왕십리
E2A8F11930,서울특별시 성동구 무학로6길 36-2,꼬숩*************,,서울 성동구,백반/가정식,왕십리,20241029,,왕십리
0961D33241,서울특별시 성동구 무학로8길 28-1,까페*****************,,서울 성동구,카페,왕십리,20190910,,왕십리
727C56F5CD,서울특별시 성동구 무학봉15가길 4,달*,,서울 성동구,동남아/인도음식,,20230503,,왕십리
33E070A5FE,서울특별시 성동구 무학봉15가길 7,한국**,,서울 성동구,청과물,,20180907,,왕십리
1ADFDEE86A,서울특별시 성동구 무학봉15다길 2,왕십***,,서울 성동구,치킨,왕십리,20181224,,왕십리
9B74A58D26,서울특별시 성동구 무학봉15다길 4,스멜*,,서울 성동구,베이커리,왕십리,20210813,,왕십리
6FB12F3636,서울특별시 성동구 무학봉15다길 4,째깐********,,서울 성동구,커피전문점,왕십리,20230328,,왕십리
1678DC823A,서울특별시 성동구 무학봉28길 3-1,수컷**,,서울 성동구,요리주점,왕십리,20220414,,왕십리
2AD96F80A2,서울특별시 성동구 무학봉28길 4-1,버텍***************,,서울 성동구,양식,왕십리,20230428,,왕십리
0B36DDFB1B,서울특별시 성동구 무학봉28길 4-1,우마***********,,서울 성동구,이자카야,왕십리,20231017,,왕십리
34CF430710,서울특별시 성동구 무학봉28길 4-1,프로******,,서울 성동구,백반/가정식,왕십리,20230818,,왕십리
9F71F05B15,서울특별시 성동구 무학봉28길 4-1,팔공**,,서울 성동구,한식-단품요리일반,왕십리,20220106,,왕십리
03A581D873,서울특별시 성동구 사근동12길 7-1,원조*******,,서울 성동구,한식-단품요리일반,한양대,20170830,,한양대
A6A47A48A2,서울특별시 성동구 살곶이8길 18-1,틴토*******,,서울 성동구,양식,한양대,20221018,,한양대
FBBAC0BE34,서울특별시 성동구 살곶이길 346-1,두마***********,한식-육류/고기7,서울 성동구,한식-육류/고기,,20220407,,마장동
C70D8E86E1,서울특별시 성동구 서울숲2길 12-8,웨스***,,서울 성동구,베이커리,,20230607,,성수
A4A1BC46DF,서울특별시 성동구 서울숲2길 14-8,고스****,,서울 성동구,카페,,20241202,,성수
098BA50B44,서울특별시 성동구 서울숲2길 14-8,온*,,서울 성동구,백반/가정식,,20230511,,성수
1938F6377B,서울특별시 성동구 서울숲2길 16-9,븨브*****,,서울 성동구,양식,,20240716,,성수
203E53DC61,서울특별시 성동구 서울숲2길 20-8,오일**********,,서울 성동구,백반/가정식,,20220404,,성수
125C6AE5AF,서울특별시 성동구 서울숲2길 24-8,섬타*****,,서울 성동구,베이커리,,20231219,,성수
1AC1527C9A,서울특별시 성동구 서울숲2길 46-9,프롬**********,,서울 성동구,베이커리,뚝섬,20240520,,성수
AF1096FAF2,서울특별시 성동구 서울숲4길 18-8,도우****,,서울 성동구,일식-덮밥/돈가스,뚝섬,20240806,,성수
794735AD42,서울특별시 성동구 서울숲4길 20-1,이리**************,,서울 성동구,카페,뚝섬,20240520,,성수
3D4F4809F0,서울특별시 성동구 서울숲4길 22-7,훈*,,서울 성동구,일식당,뚝섬,20220622,20231113.0,성수
92189088E5,서울특별시 성동구 서울숲4길 22-7,훈*,,서울 성동구,일식당,뚝섬,20231113,,성수
39975534D9,서울특별시 성동구 서울숲6길 16-1,봉땅*********,,서울 성동구,도너츠,뚝섬,20240103,,뚝섬
D402962627,서울특별시 성동구 성덕정15길 2-5,우리******,,서울 성동구,한식-국수/만두,성수,20190625,,성수
92319F9F84,서울특별시 성동구 성덕정15길 2-9,울보**,,서울 성동구,분식,성수,20240708,,성수
33FFBE73C4,서울특별시 성동구 성덕정15길 4-3,락*,,서울 성동구,한식-해물/생선,성수,20200410,,성수
A5DA4E1003,서울특별시 성동구 성덕정15길 4-7,섬 ***,,서울 성동구,양식,성수,20230428,,성수
90D9F5AEB2,서울특별시 성동구 성덕정15길 5-1,성수***,,서울 성동구,와인바,성수,20220502,,성수
D401EA47BD,서울특별시 성동구 성덕정15길 6-1,꿈*,,서울 성동구,양식,성수,20241025,,성수
640F63B1EB,서울특별시 성동구 성덕정17길 3-1,성수**,,서울 성동구,이자카야,성수,20240909,,성수
39ADC0C466,서울특별시 성동구 성덕정17길 7-1,오늘*****,,서울 성동구,일식-참치회,성수,20210520,,성수
2EBD1956DE,서울특별시 성동구 성덕정3길 10-1,성수******,,서울 성동구,분식,성수,20220221,,성수
ABD0A001AF,서울특별시 성동구 성덕정길 101-2,꺅*,,서울 성동구,요리주점,성수,20240816,,송정동
5217838A3C,서울특별시 성동구 성덕정길 111-1,대포*,,서울 성동구,포장마차,성수,20180807,,송정동
46F5D36BCA,서울특별시 성동구 성덕정길 95-13,더 *****,,서울 성동구,한식-국밥/설렁탕,성수,20230710,,송정동
B05164E417,서울특별시 성동구 성수이로 32-10,호랑***,,서울 성동구,백반/가정식,성수,20180226,,성수
4E4F418B9C,서울특별시 성동구 성수이로12길 8,라무*,,서울 성동구,일식당,성수,20220919,,성수
F0B6F6E0EA,서울특별시 성동구 성수이로12길 8,노이*****,,서울 성동구,동남아/인도음식,성수,20220810,,성수
2FC5FFC0AA,서울특별시 성동구 성수이로14길 1,라무***********,꼬치구이1,서울 성동구,꼬치구이,성수,20190712,,성수
8EF97B1238,서울특별시 성동구 성수이로14길 7,구아*,,서울 성동구,일반 유흥주점,성수,20220418,,성수
EC4263AD5F,서울특별시 성동구 성수이로14길 7,세스***,,서울 성동구,샌드위치/토스트,성수,20210714,,성수
44EEDD0526,서울특별시 성동구 성수이로3길 23,성수*****,아이스크림/빙수4,서울 성동구,아이스크림/빙수,성수,20210527,,성수
FCE9571860,서울특별시 성동구 성수이로6길 11,어페***,,서울 성동구,커피전문점,성수,20191125,,성수
BF9955B7C9,서울특별시 성동구 성수이로7길 27,코스****,,서울 성동구,카페,성수,20220414,,성수
9AFEF6448B,서울특별시 성동구 성수이로7길 27,버터*,,서울 성동구,카페,성수,20220713,,성수
882C56DA42,서울특별시 성동구 성수이로7길 27,보배******,,서울 성동구,중식당,성수,20230407,,성수
9F3DC019F2,서울특별시 성동구 성수이로7길 27,조이**,,서울 성동구,한정식,성수,20190527,,성수
85265A7A7A,서울특별시 성동구 성수이로7길 27,천하*****,,서울 성동구,한식-육류/고기,성수,20211208,,성수
0E1F126D2B,서울특별시 성동구 성수이로7길 38,헤이**********,,서울 성동구,양식,성수,20230921,,성수
7AF854D0D5,서울특별시 성동구 성수이로7길 46,에이********,,서울 성동구,피자,성수,20210414,,성수
296E11B196,서울특별시 성동구 성수일로1길 10,유어******,,서울 성동구,와인샵,,20190509,,성수
8939E02566,서울특별시 성동구 성수일로1길 10,성수***,,서울 성동구,일식당,,20220210,20250814.0,성수
80498D20B0,서울특별시 성동구 성수일로1길 13,아이********,,서울 성동구,한식-단품요리일반,,20220516,,성수
19FD619523,서울특별시 성동구 성수일로1길 18,오카*****,,서울 성동구,카페,,20220509,,성수
CED054F322,서울특별시 성동구 성수일로1길 18,퀴바*,,서울 성동구,와인바,,20200617,,성수
66FCF97ECE,서울특별시 성동구 성수일로3길 12,찬마**,,서울 성동구,이자카야,,20230619,,성수
5653B531F7,서울특별시 성동구 성수일로4길 25,라스*******,,서울 성동구,카페,성수,20211125,,성수
4F4288168A,서울특별시 성동구 성수일로4길 25,매머****************,,서울 성동구,커피전문점,성수,20220831,,성수
1E8F8916F6,서울특별시 성동구 성수일로4길 37,스윗**,,서울 성동구,카페,성수,20240425,,성수
9C38AF2E2C,서울특별시 성동구 성수일로4길 37,본죽******************,한식-죽2,서울 성동구,한식-죽,성수,20200811,,성수
D9A86A4A3C,서울특별시 성동구 성수일로4길 37,하루*,,서울 성동구,일식-덮밥/돈가스,성수,20170323,,성수
69C015926E,서울특별시 성동구 성수일로4길 45,성수******,,서울 성동구,한식-육류/고기,성수,20220126,20250820.0,성수
738376575C,서울특별시 성동구 성수일로4길 45,문화**,,서울 성동구,한식-단품요리일반,성수,20230421,,성수
42C1209E01,서울특별시 성동구 성수일로4길 46,우리***,,서울 성동구,한식-국수/만두,성수,20200629,,성수
7B78BDBDBA,서울특별시 성동구 성수일로4길 46,도담***,,서울 성동구,한식-국밥/설렁탕,성수,20200701,,성수
EC9F8C60ED,서울특별시 성동구 성수일로4길 48,성수****,,서울 성동구,백반/가정식,성수,20230306,,성수
358F65FE30,서울특별시 성동구 성수일로6길 47,글리*,,서울 성동구,일반 유흥주점,성수,20200225,,성수
EAD0ED7E79,서울특별시 성동구 성수일로8길 16,백정***,,서울 성동구,한식-육류/고기,성수,20230406,,성수
F4F3149034,서울특별시 성동구 성수일로8길 39,미*,,서울 성동구,중식당,성수,20180418,,성수
53893756B9,서울특별시 성동구 성수일로8길 39,명가******,,서울 성동구,백반/가정식,성수,20180424,,성수
BF8AD0410C,서울특별시 성동구 성수일로8길 40,호랑***,,서울 성동구,분식,성수,20231101,,성수
9F5031D2E1,서울특별시 성동구 성수일로8길 40,아웃*****************,,서울 성동구,일반 유흥주점,성수,20220608,,성수
52F11D88C1,서울특별시 성동구 성수일로8길 40,어부*,,서울 성동구,한식-해물/생선,성수,20241002,,성수
5725D7EE5E,서울특별시 성동구 성수일로8길 41,우야*,,서울 성동구,한식-단품요리일반,성수,20230210,,성수
F8A8FD6F7C,서울특별시 성동구 성수일로8길 42,깐부******,치킨8,서울 성동구,치킨,성수,20241217,,성수
09A3BB12CC,서울특별시 성동구 성수일로8길 42,성수**,,서울 성동구,베이커리,성수,20220622,,성수
5A13DDE2D6,서울특별시 성동구 성수일로8길 42,란 ***,,서울 성동구,한식-국수/만두,성수,20220504,,성수
5DD265DF51,서울특별시 성동구 성수일로8길 53,오한**********,,서울 성동구,중식당,성수,20220908,,성수
36ABF21B6F,서울특별시 성동구 성수일로8길 53,다모***,,서울 성동구,요리주점,성수,20190702,,성수
169ABB9060,서울특별시 성동구 성수일로8길 53,팔각*****,,서울 성동구,한식-육류/고기,성수,20240318,,성수
13A08DED0C,서울특별시 성동구 성수일로8길 60,교대*******,백반/가정식3,서울 성동구,백반/가정식,성수,20211109,,성수
4C8487EFAE,서울특별시 성동구 아차산로13길 2,코트***,,서울 성동구,카페,,20220526,,건대입구
ED5C02F6B2,서울특별시 성동구 아차산로13길 2,재즈****,,서울 성동구,일반 유흥주점,,20240521,,건대입구
46401389CA,서울특별시 성동구 아차산로1길 10,호랭***,,서울 성동구,카페,뚝섬,20240820,,건대입구
10FA1CC7BC,서울특별시 성동구 아차산로5길 26,성수**,,서울 성동구,백반/가정식,성수,20220802,,건대입구
44A595A22B,서울특별시 성동구 아차산로5길 33,미듬**,,서울 성동구,한식뷔페,성수,20240718,,건대입구
ECAA46191A,서울특별시 성동구 아차산로7길 11,피잇**********,,서울 성동구,피자,성수,20201215,,성수
4C102E76F9,서울특별시 성동구 아차산로7길 14,호랑****,,서울 성동구,한식-단품요리일반,성수,20170405,,성수
D09E2B3D82,서울특별시 성동구 아차산로7길 15,본죽*******,한식-죽1,서울 성동구,한식-죽,성수,20170828,,성수
AC38610082,서울특별시 성동구 아차산로7길 15,글*,,서울 성동구,일반 유흥주점,성수,20170329,20250729.0,성수
6EA068280B,서울특별시 성동구 아차산로7길 18,강다*****,,서울 성동구,분식,성수,20230816,,성수
6FD5401343,서울특별시 성동구 아차산로7길 18,노을***,,서울 성동구,한식-육류/고기,성수,20220622,,성수
0BE7C060B5,서울특별시 성동구 아차산로7길 20,성수***,,서울 성동구,중식당,성수,20190617,,성수
A55F21CAF1,서울특별시 성동구 아차산로7길 20,움(*****,,서울 성동구,백반/가정식,성수,20230509,,성수
C229B393D6,서울특별시 성동구 아차산로7길 21,씨탑******,,서울 성동구,인삼제품,성수,20230919,,성수
3C54A75A81,서울특별시 성동구 아차산로7길 21,멍텅*********,,서울 성동구,한식-해물/생선,성수,20240607,,성수
494DCC4C5F,서울특별시 성동구 아차산로7길 22,피자*********,피자8,서울 성동구,피자,성수,20191101,,성수
D1AD4D966E,서울특별시 성동구 아차산로7길 22,코코*****,베이커리9,서울 성동구,베이커리,성수,20191213,,성수
B4F160AD97,서울특별시 성동구 아차산로7길 28,성수**,,서울 성동구,와인바,성수,20201113,20250821.0,성수
0C579C8DE3,서울특별시 성동구 아차산로7길 28,그린****,,서울 성동구,한식뷔페,성수,20170518,,성수
882533C9E4,서울특별시 성동구 아차산로7길 29,서울**,,서울 성동구,백반/가정식,성수,20221004,,성수
C948BD5C50,서울특별시 성동구 아차산로7길 29,김뚜**********,,서울 성동구,한식-찌개/전골,성수,20221012,,성수
0BD77C00B4,서울특별시 성동구 아차산로7길 36,코쿤****,,서울 성동구,식료품,성수,20230621,,성수
78B4B81E3F,서울특별시 성동구 아차산로7길 36,이키*****,,서울 성동구,일식당,성수,20200828,,성수
3A0FA79FF3,서울특별시 성동구 아차산로7길 36,아카**,,서울 성동구,이자카야,성수,20220816,,성수
CC1114DFB5,서울특별시 성동구 아차산로7길 36,정든*,,서울 성동구,백반/가정식,성수,20181214,,성수
7D81241546,서울특별시 성동구 아차산로7길 36,돼지*****,,서울 성동구,한식-육류/고기,성수,20240319,,성수
E9BFE7C269,서울특별시 성동구 아차산로7길 36,더양*********,,서울 성동구,한식-국밥/설렁탕,성수,20240103,,성수
4D639B5299,서울특별시 성동구 아차산로7길 41,레드***,,서울 성동구,양식,성수,20220705,,성수
AAC0448147,서울특별시 성동구 아차산로7길 41,호담****,,서울 성동구,한식-국밥/설렁탕,성수,20240802,,성수
